9012,San Joaquin Regional Transit District,-0.0899310876657384,west,6077,4,0.01754386,0.7,CA,California,FTA Region9,11,0.067,True,0.012280702,5.290888303666013,5.442085735944134,4.672607670983559
9045,Regional Transportation Commission of Southern Nevada,1.1330097170011308,west,32003,4,0.01754386,0.53,NV,Nevada,FTA Region9,11,0.067,True,0.009298246,5.281093906127365,5.38737912186978,4.374042987680847
4047,Athens Transit System,-1.2011815065281146,south,13059,5,0.021929825,0.53,GA,Georgia,FTA Region4,11,0.107,True,0.011622807,5.283954022846103,5.43120615214655,5.2477109467743395
9087,Santa Maria Area Transit,-1.1873255423372433,west,6083,6,0.026315789,0.7,CA,California,FTA Region9,11,0.067,True,0.018421052,5.268253155875132,5.344861031969577,4.850396268838437
5154,Metropolitan Council,0.4557505962904022,midwest,27123,7,0.030701754,0.78,MN,Minnesota,FTA Region5,11,0.12,True,0.023947368,5.279077112312242,5.5001301901860975,4.562060009155181
6101,Denton County Transportation Authority,-0.2422511433248251,south,48121,8,0.035087719,0.63,TX,Texas,FTA Region6,11,0.107,True,0.022105263,5.30086681974912,5.423748865385956,4.5470211026423115
4022,Metropolitan Atlanta Rapid Transit Authority,1.8478612494007265,south,13121,9,0.039473684,0.53,GA,Georgia,FTA Region4,11,0.107,True,0.020921053,5.292234079088317,5.40316988684947,5.1589049254057295
5044,Fort Wayne Public Transportation Corporation,-0.7172460254175684,midwest,18003,9,0.039473684,0.76,IN,Indiana,FTA Region5,11,0.12,True,0.03,5.290647660567613,5.459635159511548,4.6148093495888185
1001,Rhode Island Public Transit Authority,0.8069473839340646,northeast,44007,10,0.043859649,0.5,RI,Rhode Island,FTA Region1,11,0.125,True,0.021929825,5.294383246083597,5.4087679978653895,4.9519671141257
4018,Transit Authority of River City,0.5197185217798281,south,21111,10,0.043859649,0.72,KY,Kentucky,FTA Region4,11,0.107,True,0.031578947,5.279971322337807,5.38524511558713,4.875065745771448
