"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"numOpts"
"06/07/2020 23:21:52:934 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","minNeighbor","memory","disasterUti","EWProbDecay","openOpt?","triggerNetwork?","randomRiskThresh?","officeRole?","randomOrgOpt?","randomBoost?","limitedFund?","enoughCap?","orgOptGen","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalInsufBoost","totalNoSolution","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalAlreadyAdapted","totalOrgOpts","totalUtilizedOrgOpt","totalNonEligibleDisasterOpt"
"125","0.62","4","0","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","35","7540.645132496007","38217","1146","42","4","1146","13","13","13","22","0","281","0","0","105"
"127","0.62","4","2","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","33","7938.359727276013","38217","1214","37","3","1119","7","9","9","24","0","231","96","2","74"
"130","0.62","4","5","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","9472.769472195985","38217","1473","58","11","1081","12","20","20","22","0","327","393","8","96"
"135","0.62","4","10","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","12896.79299902795","38217","1995","74","4","1108","6","18","18","21","0","435","895","12","71"
"128","0.62","4","3","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","8569.962339527996","38217","1302","34","10","1104","13","15","15","34","0","460","200","2","83"
"132","0.62","4","7","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","51","10439.663778983982","38217","1611","49","6","1059","10","21","21","30","0","509","558","11","90"
"133","0.62","4","8","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","11198.84236798396","38217","1721","56","11","1061","6","18","18","22","0","393","664","12","78"
"134","0.62","4","9","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","11422.432102799932","38217","1774","74","7","1059","8","17","17","23","0","391","716","9","111"
"136","0.62","4","11","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","48","13360.841396663924","38217","2097","82","7","1121","9","23","23","25","0","513","988","14","79"
"139","0.62","4","14","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","15336.75078911193","38217","2463","97","11","1058","5","23","23","17","0","510","1409","18","83"
"137","0.62","4","12","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","37","14048.60038785596","38217","2195","49","21","1135","7","23","23","14","0","383","1065","16","40"
"138","0.62","4","13","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","14644.136589359941","38217","2271","85","5","1111","9","24","24","23","0","545","1167","15","85"
"140","0.62","4","15","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","53","15847.090007891917","38217","2550","119","3","1135","3","20","20","33","0","705","1425","17","101"
"141","0.62","4","16","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","16709.419655335918","38217","2651","94","3","1137","7","21","21","24","0","628","1523","14","84"
"144","0.62","4","19","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","17731.30704345192","38217","2797","168","14","1093","8","26","26","21","0","633","1712","18","138"
"143","0.62","4","18","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","17523.16271725992","38217","2801","136","3","1116","2","20","20","20","0","574","1692","18","115"
"146","0.62","4","21","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","55","17920.22051701592","38217","2886","167","8","1061","8","40","40","15","0","917","1837","32","92"
"142","0.62","4","17","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","56","17234.72773873592","38217","2707","173","11","1091","10","32","32","24","0","830","1622","22","84"
"147","0.62","4","22","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","19564.841015879876","38217","3135","187","8","1139","7","27","27","18","0","588","2011","20","105"
"150","0.62","4","25","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","34","20393.06940984792","38217","3305","202","8","1029","7","23","23","11","0","608","2294","16","56"
"148","0.62","4","23","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","37","20659.877817091983","38217","3289","158","7","1101","3","23","23","14","0","578","2196","20","61"
"151","0.62","4","26","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","36","22475.36927929994","38217","3655","194","9","1071","3","25","25","11","0","742","2593","22","93"
"149","0.62","4","24","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","19651.204062667905","38217","3064","130","9","1132","9","30","30","19","0","818","1945","21","81"
"145","0.62","4","20","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","50","18214.26669719194","38217","2879","122","12","1089","3","22","22","28","0","751","1801","19","99"
"152","0.62","4","27","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","48","22417.697878147854","38217","3571","158","5","1097","10","29","29","19","0","859","2491","19","67"
"154","0.62","4","29","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","52","24357.203387203936","38217","3820","168","13","1051","5","32","32","20","0","961","2783","27","68"
"156","0.62","4","0","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","35","7164.3072714160035","38217","1105","46","2","1105","8","8","8","27","0","279","0","0","107"
"160","0.62","4","4","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","38","9296.019511423983","38217","1440","74","29","1129","4","11","11","27","0","295","313","7","142"
"161","0.62","4","5","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","9375.169125499988","38217","1455","76","8","1080","10","19","19","24","0","383","375","9","127"
"155","0.62","4","30","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","24706.79881218786","38217","3870","129","6","1037","7","30","30","19","0","944","2849","23","71"
"153","0.62","4","28","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","22086.739478731924","38217","3546","205","6","1088","6","30","30","13","0","849","2472","24","118"
"157","0.62","4","1","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","7246.191839115995","38217","1111","49","4","1111","12","12","12","27","0","259","0","0","128"
"163","0.62","4","7","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","11001.253559147963","38217","1723","58","32","1112","6","22","22","23","0","455","614","17","71"
"162","0.62","4","6","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","10899.459312851968","38217","1674","48","16","1176","9","18","18","27","0","485","498","9","76"
"159","0.62","4","3","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","7978.548430312","38217","1229","36","6","1057","11","18","18","26","0","338","172","7","94"
"158","0.62","4","2","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","33","7589.146554719998","38217","1175","68","6","1080","9","11","11","22","0","241","95","2","140"
"166","0.62","4","10","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","12734.607720791937","38217","1994","110","4","1128","8","21","21","24","0","479","870","13","115"
"165","0.62","4","9","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","11689.92740658398","38217","1857","96","9","1050","6","20","20","27","0","523","810","14","123"
"164","0.62","4","8","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","11854.969718335964","38217","1870","113","9","1151","9","12","12","27","0","375","721","3","163"
"168","0.62","4","12","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","41","13191.017394203971","38217","2083","117","4","1035","12","23","23","18","0","432","1055","11","129"
"167","0.62","4","11","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","53","12904.566582107966","38217","2049","59","10","1116","5","17","17","36","0","633","940","12","66"
"169","0.62","4","13","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","14410.25650364794","38217","2185","68","12","1062","6","27","27","19","0","571","1131","21","74"
"172","0.62","4","16","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","15091.727105127877","38217","2437","109","7","1055","6","21","21","24","0","620","1384","15","74"
"170","0.62","4","14","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","52","14723.078316675923","38217","2313","127","39","1132","8","22","22","30","0","695","1189","14","116"
"171","0.62","4","15","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","16136.433000015924","38217","2522","108","11","1078","7","28","28","19","0","657","1452","21","80"
"176","0.62","4","20","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","19083.412832155915","38217","2940","129","11","1067","9","27","27","13","0","660","1883","18","77"
"173","0.62","4","17","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","17124.190379447915","38217","2705","103","7","1134","5","20","20","20","0","549","1577","15","93"
"174","0.62","4","18","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","17379.808251487957","38217","2749","125","2","1085","5","22","22","22","0","697","1677","17","109"
"175","0.62","4","19","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","29","18004.48796567989","38217","2817","172","10","1068","5","16","16","13","0","494","1762","12","123"
"177","0.62","4","21","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","19428.500365863893","38217","3080","156","9","1093","9","26","26","16","0","696","1997","17","68"
"178","0.62","4","22","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","20542.482695595878","38217","3308","141","6","1101","4","26","26","20","0","706","2219","22","90"
"180","0.62","4","24","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","22369.19939207197","38217","3483","180","4","1126","4","30","30","19","0","990","2365","26","110"
"179","0.62","4","23","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","20462.392947291908","38217","3355","256","9","1125","5","26","26","13","0","688","2236","21","122"
"181","0.62","4","25","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","20810.712883131862","38217","3380","272","16","1117","2","21","21","23","0","726","2274","19","157"
"187","0.62","4","0","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","35","6940.256301923994","38217","1057","37","4","1057","14","14","14","21","0","284","0","0","92"
"182","0.62","4","26","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","48","22995.73467739185","38217","3688","140","5","1077","3","33","33","15","0","936","2628","30","89"
"184","0.62","4","28","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","50","22616.862896123996","38217","3608","118","9","1054","1","29","29","21","0","970","2567","28","66"
"183","0.62","4","27","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","48","21924.99452666391","38217","3663","210","9","1072","10","27","27","21","0","946","2603","17","93"
