"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"randomChance"
"06/11/2020 23:14:01:552 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","memory","disasterUti","EWProbDecay","startingFund","randomChance","openOpt?","triggerNetwork?","randomRiskThresh?","officeRole?","randomOrgOpt?","randomBoost?","limitedFund?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"97","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","44","5562.992278323999","5089.0077216760465","862","123","108","6","374","237","774","13","14","14","30","0","89","1"
"99","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","37","5940.5141618239995","4711.485838176028","926","153","103","9","410","243","821","7","8","8","29","0","105","1"
"105","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","39","5433.575080475998","5218.424919524053","824","110","118","2","312","267","767","14","15","15","24","0","57","1"
"101","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","42","5637.769930291996","5014.230069708024","847","107","91","4","438","199","816","8","8","8","34","0","31","0"
"106","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","39","5812.508266616001","4839.491733384045","898","125","104","10","426","223","815","9","10","10","29","0","83","1"
"104","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","39","5774.153908635996","4877.846091364026","870","70","113","6","394","276","822","10","11","11","28","0","48","1"
"102","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","46","5909.679350224005","4742.3206497760275","878","70","77","5","510","200","839","14","16","16","30","0","39","2"
"103","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","51","5316.2009926880055","5335.799007312049","830","109","67","4","452","180","778","15","18","18","33","0","52","3"
"108","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","39","6082.986155715994","4569.013844284037","904","123","121","7","399","245","823","9","9","9","30","0","81","0"
"109","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","47","6095.613266119987","4556.386733880062","936","132","102","6","419","263","826","13","14","14","33","0","110","1"
"111","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","33","5763.846853155999","4888.153146844026","872","66","145","5","352","291","858","13","13","13","20","0","15","0"
"110","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","55","6259.088230988007","4392.911769012011","937","150","82","2","499","186","824","16","18","18","37","0","113","2"
"100","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","43","5483.762441320007","5168.2375586800035","798","54","76","3","441","215","779","9","9","9","34","0","19","0"
"112","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","43","5556.630098008007","5095.3699019920205","852","84","87","5","402","259","826","14","15","15","28","0","26","1"
"115","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","47","6083.250996968009","4568.749003032028","932","96","97","2","460","263","884","14","14","14","33","0","48","0"
"114","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","45","5754.972544559995","4897.02745544003","862","82","65","6","468","229","819","12","12","12","33","0","43","0"
"113","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","37","5836.101599764","4815.8984002360385","857","103","107","9","405","219","815","14","14","14","23","0","42","0"
"117","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","35","5789.61935335998","4862.380646640046","903","108","147","4","377","255","820","10","12","12","23","0","83","2"
"120","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","49","6156.399500112006","4495.600499888016","943","149","92","17","450","212","847","21","23","23","26","0","96","2"
"122","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","52","5726.936590280001","4925.063409720026","843","50","69","1","493","215","824","15","15","15","37","0","19","0"
"118","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","43","6158.061445328003","4493.938554672024","919","125","84","4","448","242","831","13","16","16","27","0","88","3"
"119","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","46","5692.053962163997","4959.946037836057","889","128","84","4","411","245","786","15","17","17","29","0","103","2"
"125","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","49","5761.87250019199","4890.12749980803","892","72","83","5","498","222","838","12","12","12","37","0","55","0"
"116","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","47","5438.380163920002","5213.619836080036","814","85","86","2","405","222","744","12","14","14","33","0","71","2"
"126","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","45","5743.594574624007","4908.405425376011","861","97","95","2","432","225","809","9","10","10","35","0","52","1"
"124","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","51","6061.619169272011","4590.380830728034","898","90","70","8","541","176","861","13","13","13","38","0","38","0"
"128","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","54","5762.8087209279975","4889.191279072035","878","113","77","4","498","173","807","12","13","13","41","0","71","1"
"123","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","50","5693.0036133839985","4958.996386616032","838","55","77","3","489","200","797","13","14","14","36","0","42","1"
"127","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","48","5632.014382211998","5019.985617788042","859","98","74","8","478","192","794","8","9","9","39","0","65","1"
"121","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","39","5991.293343716006","4660.7066562840355","918","151","124","5","368","261","799","8","9","9","30","0","119","1"
"132","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","43","5779.091539735999","4872.908460264034","882","147","97","8","392","229","773","9","9","9","34","0","109","0"
"130","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","33","5630.804109876002","5021.195890124049","853","162","125","7","250","297","751","9","12","12","21","0","102","3"
"129","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","39","5861.857579984005","4790.142420016034","878","123","93","6","407","240","791","8","9","9","30","0","87","1"
"134","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","45","5252.459369492","5399.5406305080105","806","55","84","12","443","199","780","13","13","13","32","0","26","0"
"131","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","50","5479.4334420479945","5172.566557952038","850","129","66","5","446","190","752","12","14","14","36","0","98","2"
"133","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","41","5441.572754215999","5210.427245784035","830","87","88","3","408","232","813","10","12","12","29","0","17","2"
"136","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","38","5506.897641260005","5145.102358740026","842","105","117","9","364","237","786","10","10","10","28","0","56","0"
"135","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","45","5693.057493624005","4958.942506376019","850","88","78","6","431","233","801","13","14","14","31","0","49","1"
"138","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","38","5703.12294107201","4948.87705892803","861","109","92","3","379","263","796","14","15","15","23","0","65","1"
"137","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","44","6029.865931459999","4622.134068540034","869","98","84","11","458","203","811","15","15","15","29","0","58","0"
"140","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","48","5736.471810955995","4915.528189044017","898","100","111","5","420","244","828","12","18","18","30","0","70","6"
"139","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","45","5927.764234955995","4724.235765044027","911","93","87","9","500","209","850","12","13","13","32","0","61","1"
"141","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","37","6040.521072044001","4611.478927956017","906","124","105","4","404","257","817","12","12","12","25","0","89","0"
"144","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","40","5781.402368848006","4870.597631152058","858","80","97","5","425","243","834","8","8","8","32","0","24","0"
"142","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","51","5728.003588668","4923.996411332042","874","129","77","7","400","241","783","11","20","20","31","0","91","9"
"143","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","44","5906.154871004001","4745.845128996047","905","149","65","6","457","216","800","12","12","12","32","0","106","0"
"145","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","44","5431.955168740001","5220.044831260039","813","72","105","7","398","220","790","9","11","11","33","0","23","2"
"146","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","47","5610.847187992005","5041.152812008011","856","89","96","5","440","212","825","12","14","14","33","0","31","2"
"147","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","51","5708.467296079998","4943.5327039200365","862","83","64","7","531","158","816","16","19","19","32","0","46","3"
"148","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","50","6017.055496179996","4634.944503820042","893","90","77","4","507","198","832","16","17","17","33","0","61","1"
"152","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","44","5872.850957075995","4779.149042924032","887","123","98","6","414","238","804","6","8","8","36","0","83","2"
"153","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","51","6014.931777188008","4637.068222812034","917","159","71","2","493","175","822","17","17","17","34","0","95","0"
"149","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","49","5858.056544183999","4793.94345581603","900","123","67","11","499","186","824","14","14","14","35","0","76","0"
"150","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","45","5712.600487440002","4939.399512560029","884","117","88","5","466","190","817","17","18","18","27","0","67","1"
"154","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","45","5562.388190792","5089.611809208016","875","137","87","8","399","233","766","11","11","11","34","0","109","0"
"151","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","48","5752.725683108004","4899.274316892052","910","124","98","2","441","229","819","14","16","16","32","0","91","2"
"155","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","45","5707.155932175997","4944.844067824036","872","108","102","8","423","212","841","18","19","19","26","0","31","1"
"158","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","48","5613.586204356005","5038.413795644032","876","90","99","14","431","232","834","8","10","10","38","0","43","2"
"161","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","45","6120.059588636001","4531.940411364023","924","147","66","6","517","179","844","8","9","9","36","0","81","1"
"159","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","33","5683.545132803998","4968.454867196029","851","77","157","8","292","301","800","16","16","16","17","0","51","0"
"156","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","41","5584.435569263995","5067.564430736045","846","70","102","7","407","248","813","11","12","12","29","0","34","1"
"163","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","48","6332.868306664005","4319.131693336039","939","157","70","8","512","177","854","15","15","15","33","0","85","0"
"157","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","47","5563.099214896004","5088.900785104012","839","101","72","3","460","185","803","17","18","18","29","0","36","1"
"160","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","47","6071.922003727995","4580.077996272029","917","89","92","9","504","209","841","12","14","14","33","0","76","2"
"162","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","49","5647.470926903998","5004.529073096051","888","109","63","6","539","158","804","11","13","13","36","0","84","2"
"165","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","48","5779.553605876004","4872.446394124023","892","151","75","5","462","185","770","11","14","14","34","0","122","3"
"166","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","45","5317.718289488003","5334.281710512055","795","45","87","3","443","201","784","16","16","16","29","0","11","0"
"167","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","40","5692.030894484002","4959.969105516033","854","85","113","1","409","229","817","14","17","17","23","0","37","3"
"164","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","41","5781.163835676007","4870.8361643240405","885","158","71","10","418","220","791","8","8","8","33","0","95","0"
"168","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","46","5294.353088135995","5357.646911864016","823","73","102","5","388","239","791","15","16","16","30","0","32","1"
"169","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","36","6082.398404840003","4569.601595160033","906","88","111","2","395","299","851","9","11","11","25","0","55","2"
