"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"AspirationOn"
"02/02/2020 00:02:46:083 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","officeRole","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"853","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.02","true","true","true","1001","37","415","282","802","1351","21","30","30","7","5"
"851","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.01","true","true","true","1001","68","769","226","358","1292","13","59","59","9","16"
"904","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.03","true","false","true","1001","18","133","309","1954","2153","7","12","12","6","0"
"869","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.02","true","true","true","1001","44","652","278","979","1869","30","38","38","6","0"
"849","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0","true","true","true","1001","75","944","231","105","1203","10","62","62","13","5"
"906","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0","true","false","true","1001","90","1002","249","88","1361","30","75","75","15","9"
"908","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.01","true","false","true","1001","71","844","255","497","1556","11","59","59","12","6"
"910","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.02","true","false","true","1001","37","484","283","1078","1745","17","34","34","3","1"
"855","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.03","true","true","true","1001","24","95","283","1376","1519","6","14","14","10","3"
"912","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.03","true","false","true","1001","13","121","294","1949","2132","14","11","11","2","4"
"857","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","1","0","true","true","true","1001","61","1137","268","79","1292","21","55","55","6","12"
"914","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0","true","false","true","1001","88","1090","229","85","1340","5","71","71","17","11"
"859","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.01","true","true","true","1001","65","876","251","345","1274","7","46","46","19","10"
"873","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0","true","true","true","1001","94","956","209","34","1235","12","84","84","10","4"
"916","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.01","true","false","true","1001","57","975","265","469","1608","36","45","45","12","7"
"871","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.03","true","true","true","1001","22","206","291","1768","2080","21","14","14","8","0"
"918","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.02","true","false","true","1001","56","497","266","1015","1628","15","43","43","13","11"
"875","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0.01","true","true","true","1001","56","959","271","395","1576","8","45","45","11","5"
"920","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.03","true","false","true","1001","17","184","296","1777","2038","39","14","14","3","4"
"863","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.03","true","true","true","1001","28","104","297","1337","1464","3","20","20","8","4"
"922","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0","true","false","true","1001","85","1357","248","86","1524","10","71","71","14","18"
"861","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.02","true","true","true","1001","37","512","277","879","1438","13","34","34","3","14"
"924","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.01","true","false","true","1001","63","1221","271","401","1679","7","50","50","13","9"
"926","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.02","true","false","true","1001","54","654","247","1024","1720","3","39","39","15","13"
"928","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.03","true","false","true","1001","24","173","280","1724","1938","22","19","19","5","9"
"930","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0","true","false","true","1001","80","970","223","219","1486","23","68","68","12","0"
"877","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0.02","true","true","true","1001","43","666","266","1096","1930","10","35","35","8","6"
"879","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0.03","true","true","true","1001","30","173","283","1526","1790","14","21","21","9","4"
"932","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.01","true","false","true","1001","77","740","224","444","1452","11","65","65","12","0"
"934","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.02","true","false","true","1001","45","458","253","1140","1809","18","38","38","7","0"
"881","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0","true","true","true","1001","73","1129","240","173","1479","25","62","62","11","7"
"885","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0.02","true","true","true","1001","40","704","256","950","1766","8","32","32","8","5"
"936","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.03","true","false","true","1001","28","130","270","1721","1950","14","20","20","8","0"
"887","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0.03","true","true","true","1001","24","228","305","1566","1859","19","17","17","7","3"
"938","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0","true","false","true","1001","85","969","213","119","1316","2","70","70","15","4"
"940","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.01","true","false","true","1001","92","541","200","422","1150","5","66","66","26","9"
"883","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0.01","true","true","true","1001","62","987","258","420","1568","9","51","51","11","7"
"889","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0","true","true","true","1001","64","1506","282","51","1633","19","57","57","7","10"
"942","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.02","true","false","true","1001","45","452","262","1064","1684","27","40","40","5","5"
"891","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0.01","true","true","true","1001","81","1118","222","285","1495","20","72","72","9","17"
"944","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.03","true","false","true","1001","23","156","301","1714","1950","22","19","19","4","1"
"946","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0","true","false","true","1001","61","1373","282","78","1632","24","56","56","5","4"
"897","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0","true","true","true","1001","94","891","247","48","1272","9","80","80","14","0"
"893","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0.02","true","true","true","1001","51","590","243","978","1644","35","41","41","10","11"
"895","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0.03","true","true","true","1001","22","222","294","1699","1961","26","14","14","8","4"
"899","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.01","true","true","true","1001","68","901","241","392","1568","3","53","53","15","0"
"948","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.01","true","false","true","1001","67","971","197","433","1557","20","59","59","8","4"
"950","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.02","true","false","true","1001","40","583","296","1057","1789","38","34","34","6","4"
"901","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.02","true","true","true","1001","55","405","250","1035","1651","7","42","42","13","0"
"952","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.03","true","false","true","1001","24","153","287","1835","2029","4","18","18","6","1"
"954","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0","true","false","true","1001","87","1215","222","97","1393","6","75","75","12","20"
"903","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.03","true","true","true","1001","25","140","274","1616","1854","15","20","20","5","0"
"956","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.01","true","false","true","1001","76","1032","262","399","1503","10","62","62","14","19"
"909","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.02","true","true","true","1001","41","590","286","1034","1820","20","36","36","5","2"
"905","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0","true","true","true","1001","83","1028","239","54","1348","25","66","66","17","6"
"958","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.02","true","false","true","1001","55","528","276","1053","1632","5","46","46","9","17"
"907","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.01","true","true","true","1001","75","974","214","339","1511","6","56","56","19","5"
"911","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.03","true","true","true","1001","24","237","317","1773","2110","22","23","23","1","3"
"960","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.03","true","false","true","1001","26","222","271","1772","2029","13","22","22","4","6"
"962","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0","true","false","true","1001","81","901","240","152","1374","26","67","67","14","0"
"964","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.01","true","false","true","1001","50","977","274","470","1758","22","43","43","7","0"
"913","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0","true","true","true","1001","106","991","183","63","1219","12","87","87","19","11"
"917","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.02","true","true","true","1001","50","525","228","1034","1697","33","45","45","5","7"
"966","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.02","true","false","true","1001","49","443","270","1086","1738","4","41","41","8","0"
"968","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.03","true","false","true","1001","13","100","305","1863","2070","31","11","11","2","0"
"915","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.01","true","true","true","1001","53","1153","292","477","1818","32","51","51","2","6"
"923","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.01","true","true","true","1001","51","1158","304","411","1644","25","50","50","1","11"
"970","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0","true","false","true","1001","98","979","219","127","1324","3","80","80","18","5"
"919","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.03","true","true","true","1001","37","155","285","1530","1743","3","28","28","9","11"
"972","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.01","true","false","true","1001","81","799","231","418","1426","4","64","64","17","8"
"974","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.02","true","false","true","1001","45","530","270","1012","1693","13","34","34","11","4"
"925","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.02","true","true","true","1001","57","630","230","971","1648","1","46","46","11","11"
"929","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0","true","true","true","1001","67","1074","292","158","1596","30","59","59","8","0"
"976","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.03","true","false","true","1001","18","157","283","1843","2075","25","13","13","5","1"
"921","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0","true","true","true","1001","88","1441","219","52","1597","25","79","79","9","16"
"978","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0","true","false","true","1001","85","1152","237","112","1427","11","69","69","16","10"
"980","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.01","true","false","true","1001","87","742","209","425","1304","5","65","65","22","15"
"927","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.03","true","true","true","1001","17","222","321","1694","1943","11","16","16","1","4"
"931","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.01","true","true","true","1001","62","866","256","471","1625","18","48","48","14","0"
"982","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.02","true","false","true","1001","33","579","267","1084","1765","20","32","32","1","8"
"984","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.03","true","false","true","1001","24","216","306","1770","2030","4","19","19","5","3"
"933","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.02","true","true","true","1001","51","423","244","1016","1620","8","43","43","8","0"
"986","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0","true","false","true","1001","80","1270","231","102","1450","7","71","71","9","17"
"935","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.03","true","true","true","1001","31","122","264","1528","1731","11","20","20","11","0"
"988","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.01","true","false","true","1001","75","970","235","441","1491","24","56","56","19","12"
"990","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.02","true","false","true","1001","34","699","257","984","1739","24","32","32","2","13"
"937","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0","true","true","true","1001","54","1299","282","187","1800","91","50","50","4","3"
"939","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.01","true","true","true","1001","63","872","290","385","1527","31","58","58","5","9"
"992","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.03","true","false","true","1001","15","247","341","1753","2065","51","14","14","1","5"
"941","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.02","true","true","true","1001","63","429","253","1057","1652","10","51","51","12","10"
"994","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0","true","false","true","1001","77","1067","236","114","1485","13","69","69","8","0"
"945","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0","true","true","true","1001","64","1399","275","84","1684","27","63","63","1","7"
"943","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.03","true","true","true","1001","24","145","301","1582","1813","13","17","17","7","3"
"996","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.01","true","false","true","1001","67","765","271","413","1493","18","57","57","10","0"
"998","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.02","true","false","true","1001","54","404","227","1108","1719","25","45","45","9","0"
"947","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.01","true","true","true","1001","66","989","266","392","1550","14","56","56","10","6"
"1000","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.03","true","false","true","1001","27","98","252","1666","1849","6","18","18","9","0"
"951","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.03","true","true","true","1001","19","163","281","1782","2000","8","16","16","3","3"
"949","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.02","true","true","true","1001","42","622","283","1237","1978","14","38","38","4","9"
"1002","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0","true","false","true","1001","90","1036","199","99","1343","9","73","73","17","4"
"1004","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.01","true","false","true","1001","68","805","224","422","1440","13","56","56","12","4"
"955","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.01","true","true","true","1001","36","1374","256","564","1999","27","34","34","2","13"
"1006","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.02","true","false","true","1001","32","677","284","1033","1913","40","31","31","1","1"
"953","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0","true","true","true","1001","99","1047","209","115","1254","10","82","82","17","13"
"1008","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.03","true","false","true","1001","24","158","306","1674","1901","1","16","16","8","1"
"957","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.02","true","true","true","1001","24","865","324","1094","2022","40","23","23","1","3"
"1010","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0","true","false","true","1001","84","1148","229","103","1433","12","71","71","13","11"
"1012","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.01","true","false","true","1001","77","961","237","472","1586","8","70","70","7","14"
"959","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.03","true","true","true","1001","17","228","299","1702","1956","10","16","16","1","3"
"1014","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.02","true","false","true","1001","51","520","257","1034","1645","15","37","37","14","8"
"963","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.01","true","true","true","1001","78","764","218","485","1517","10","66","66","12","0"
"961","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0","true","true","true","1001","79","1176","208","37","1497","13","69","69","10","0"
"1016","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.03","true","false","true","1001","19","137","313","1572","1767","17","15","15","4","3"
"965","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.02","true","true","true","1001","50","502","281","983","1719","14","40","40","10","0"
"1018","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0","true","false","true","1001","86","1126","221","144","1360","15","75","75","11","12"
"1020","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.01","true","false","true","1001","48","1330","280","485","1903","41","47","47","1","9"
"973","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.02","true","true","true","1001","42","596","302","918","1716","10","31","31","11","4"
"967","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.03","true","true","true","1001","32","143","266","1704","1918","4","19","19","13","0"
"971","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.01","true","true","true","1001","61","1188","286","327","1785","32","52","52","9","4"
"1022","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.02","true","false","true","1001","28","694","276","1132","1928","75","27","27","1","9"
"975","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.03","true","true","true","1001","30","151","301","1417","1649","9","17","17","13","4"
"1024","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.03","true","false","true","1001","28","183","292","1584","1793","8","18","18","10","4"
"969","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0","true","true","true","1001","89","1016","219","30","1296","9","76","76","13","4"
"1026","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0","0","true","false","true","1001","62","1151","291","84","1596","20","60","60","2","0"
"1028","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.01","true","false","true","1001","65","794","244","471","1551","14","55","55","10","0"
"977","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0","true","true","true","1001","94","1044","220","45","1250","10","64","64","30","9"
"981","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.02","true","true","true","1001","30","719","304","1060","1974","98","29","29","1","6"
"1030","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.02","true","false","true","1001","50","550","254","1115","1865","15","42","42","8","0"
"983","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.03","true","true","true","1001","34","263","270","1639","1947","0","22","22","12","5"
"1032","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.03","true","false","true","1001","16","113","316","1683","1905","21","13","13","3","0"
"985","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0","true","true","true","1001","91","1203","206","29","1324","22","70","70","21","15"
"979","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.01","true","true","true","1001","68","1092","245","354","1623","13","64","64","4","6"
"1036","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.01","true","false","true","1001","69","978","235","468","1663","18","62","62","7","3"
"1034","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0","true","false","true","1001","71","1118","252","167","1527","19","65","65","6","5"
"1038","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.02","true","false","true","1001","52","457","253","1118","1735","11","43","43","9","4"
"1040","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.03","true","false","true","1001","17","198","319","1883","2164","22","16","16","1","3"
"989","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.02","true","true","true","1001","62","531","236","996","1581","4","50","50","12","14"
"1042","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0","true","false","true","1001","99","927","212","183","1269","10","80","80","19","11"
"987","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.01","true","true","true","1001","87","939","214","525","1534","3","67","67","20","17"
"991","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.03","true","true","true","1001","41","231","248","1539","1807","6","31","31","10","4"
"1044","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.01","true","false","true","1001","87","850","228","407","1429","21","64","64","23","11"
"1046","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.02","true","false","true","1001","47","631","274","1156","1891","6","35","35","12","6"
"995","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.01","true","true","true","1001","71","833","264","429","1561","5","53","53","18","0"
"997","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.02","true","true","true","1001","45","587","246","1055","1834","3","34","34","11","0"
"1048","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.03","true","false","true","1001","19","141","291","1872","2073","22","16","16","3","5"
"1050","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","1","0","true","false","true","1001","91","1144","202","134","1362","17","67","67","24","17"
"993","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0","true","true","true","1001","75","1118","274","41","1509","14","67","67","8","0"
"999","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.03","true","true","true","1001","19","142","325","1875","2119","19","15","15","4","0"
"1001","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0","true","true","true","1001","94","962","222","42","1228","6","74","74","20","6"
"1052","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.01","true","false","true","1001","79","980","234","419","1468","13","56","56","23","18"
"1054","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.02","true","false","true","1001","56","533","223","1114","1707","13","47","47","9","15"
"1003","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.01","true","true","true","1001","69","960","267","348","1545","19","58","58","11","3"
"1056","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.03","true","false","true","1001","23","209","306","1693","1931","10","19","19","4","7"
"1005","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.02","true","true","true","1001","46","582","235","1022","1763","5","35","35","11","5"
"1058","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0","true","false","true","1001","71","1104","250","144","1566","17","63","63","8","0"
"1007","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.03","true","true","true","1001","29","160","291","1633","1902","32","22","22","7","3"
"1060","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.01","true","false","true","1001","81","621","198","513","1379","25","59","59","22","0"
"1062","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.02","true","false","true","1001","42","543","260","994","1757","3","36","36","6","0"
"1009","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0","true","true","true","1001","95","1193","252","61","1463","21","82","82","13","8"
"1064","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.03","true","false","true","1001","8","157","306","1881","2162","67","7","7","1","0"
"1013","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.02","true","true","true","1001","35","657","294","1013","1810","25","31","31","4","5"
"1066","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0","true","false","true","1001","67","1262","269","125","1636","13","62","62","5","7"
"1011","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.01","true","true","true","1001","64","1033","222","377","1547","8","49","49","15","9"
"1068","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.01","true","false","true","1001","77","806","219","335","1326","8","53","53","24","9"
"1017","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0","true","true","true","1001","86","1223","233","98","1407","7","79","79","7","8"
"1015","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.03","true","true","true","1001","25","175","280","1724","1974","40","17","17","8","4"
"1070","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.02","true","false","true","1001","35","537","291","1173","1865","3","27","27","8","3"
"1072","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.03","true","false","true","1001","18","171","280","1774","1999","3","15","15","3","2"
"1019","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.01","true","true","true","1001","64","983","214","451","1501","11","56","56","8","12"
"1021","0.4","4","0.08","20","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.02","true","true","true","1001","55","518","211","975","1566","27","46","46","9","11"
