"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"numWindows"
"02/18/2020 00:38:57:572 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","limitedFund?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"3828","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","6993.014883852009","88","258","1105","1283","6","44","44","7","7"
"3826","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","6041.216816348012","63","253","981","1136","2","35","35","15","4"
"3831","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","8343.435595588004","120","247","1345","1545","2","37","37","12","2"
"3830","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","40","7472.682307060002","124","246","1209","1422","1","33","33","7","5"
"3829","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","7043.820262336008","98","236","1110","1295","6","37","37","8","3"
"3832","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","8021.705300212006","124","242","1276","1478","6","43","43","9","5"
"3833","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","8318.751981283984","120","210","1359","1573","16","46","46","8","3"
"3834","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","8769.900699200007","105","233","1409","1588","3","35","35","12","2"
"3837","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","10567.308137467977","101","239","1674","1867","2","43","43","8","6"
"3836","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","9586.897008416014","122","244","1627","1823","0","47","47","11","4"
"3838","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","9712.987252267973","115","231","1697","1901","7","42","42","10","7"
"3835","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","9820.102199115994","114","264","1653","1865","13","42","42","9","4"
"3839","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","12239.619228331961","174","240","1944","2206","12","44","44","5","4"
"3840","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","11342.774458319995","157","234","1873","2115","5","45","45","6","6"
"3841","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","10324.08032076401","186","227","1610","1899","5","46","46","7","7"
"3842","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","63","11045.471972375959","154","234","1840","2107","17","57","57","6","3"
"3843","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","67","10538.769620148","178","223","1754","2034","1","59","59","8","5"
"3848","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","14131.356695119915","153","232","2428","2662","3","47","47","9","3"
"3844","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","68","11806.754903815978","143","238","1950","2186","6","60","60","8","3"
"3845","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","13464.35152064804","120","223","2245","2441","8","44","44","11","5"
"3846","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","11755.928698447917","210","222","1980","2276","7","40","40","14","2"
"3851","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","13623.044780111917","185","216","2315","2586","9","50","50","11","5"
"3847","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","13597.003707039974","204","252","2247","2593","45","50","50","3","3"
"3849","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","12756.541512231966","188","222","2142","2412","1","41","41","12","3"
"3855","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","19","1458.6859267199995","6","267","211","267","2","12","12","7","12"
"3852","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","16477.874502175877","141","227","2758","2977","3","51","51","5","3"
"3850","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","14953.442562643952","188","246","2554","2832","4","48","48","7","9"
"3857","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","26","2146.345923712003","19","306","309","397","2","15","15","11","9"
"3853","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","16599.13620259596","211","238","2787","3077","6","41","41","5","3"
"3856","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","25","1534.4753967239992","11","301","227","301","5","8","8","17","8"
"3854","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","15766.381775423863","202","213","2655","2948","4","45","45","13","2"
"3858","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","29","2417.4248381800003","26","270","350","449","2","20","20","9","15"
"3861","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","35","3930.5427897760023","51","268","572","700","5","27","27","8","14"
"3859","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","32","3051.7024341599986","34","275","446","547","4","19","19","13","5"
"3860","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","3195.1470905160018","44","263","472","600","1","28","28","6","13"
"3862","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","42","3976.9001628840047","49","246","589","718","1","30","30","12","8"
"3863","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","37","4663.693393592005","51","272","724","857","2","29","29","8","6"
"3865","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","5269.633004347999","71","248","857","1010","0","29","29","17","8"
"3867","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","5172.354980424008","96","247","808","983","1","34","34","16","5"
"3864","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","31","5287.305096348009","63","302","811","954","2","21","21","10","7"
"3868","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","6100.064155959997","94","249","1008","1173","2","33","33","13","4"
"3866","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","41","5744.98786635601","77","268","865","1040","10","34","34","7","7"
"3869","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","42","7516.370625391992","105","239","1206","1394","0","34","34","8","4"
"3870","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","36","8231.336226111993","125","277","1240","1448","3","31","31","5","7"
"3871","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","6879.956246068009","152","236","1049","1277","5","34","34","11","3"
"3873","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","9080.016718552002","131","244","1420","1666","22","44","44","4","5"
"3872","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","7901.24407014401","89","237","1261","1445","2","41","41","13","3"
"3874","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","8473.52496664001","73","238","1406","1559","6","44","44","10","7"
"3877","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","9293.396811351997","76","204","1544","1692","4","42","42","12","3"
"3878","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","39","11063.761028651985","145","248","1812","2039","3","35","35","4","5"
"3875","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","8813.14079898","93","249","1463","1650","7","37","37","6","0"
"3881","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","11542.530932279948","145","233","1910","2131","6","35","35","14","2"
"3876","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","9558.89375535599","176","270","1599","1876","6","41","41","6","6"
"3880","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","9988.75910682798","108","222","1743","1937","4","49","49","15","4"
"3879","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","10185.885093883964","145","228","1664","1896","4","42","42","7","4"
"3882","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","11682.513885215967","156","228","1963","2191","2","44","44","14","6"
"3883","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","11197.643113079946","146","249","1893","2135","16","42","42","4","1"
"3887","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","69","12356.773090675884","201","208","2055","2362","6","55","55","14","1"
"3884","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","10734.078945839954","115","201","1837","2024","1","49","49","15","7"
"3886","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","11470.610624403995","177","210","1932","2202","5","52","52","10","8"
"3885","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","13095.38586345196","171","234","1908","2165","6","43","43","5","3"
"3889","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","12162.96695186805","209","208","2154","2441","5","47","47","11","5"
"3888","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","13104.286237443925","135","215","2239","2460","4","53","53","9","0"
"3890","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","14415.974478147953","205","205","2356","2670","18","53","53","5","0"
"3892","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","77","12263.07047182397","88","180","2076","2259","10","60","60","17","2"
"3891","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","15115.008173863935","216","240","2532","2838","4","42","42","5","1"
"3896","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","27","1421.609305568","15","272","185","272","1","15","15","12","15"
"3893","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","14318.31850549194","225","198","2430","2753","4","54","54","10","4"
"3894","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","16935.257354967907","253","245","2668","3011","4","47","47","3","0"
"3895","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","65","15440.059973271877","265","223","2465","2853","13","56","56","9","5"
"3897","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","16","1938.8486686080005","9","334","254","334","4","10","10","6","10"
"3898","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","22","2435.5314652959996","25","329","324","429","5","18","18","4","13"
"3899","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","29","2646.4229444679995","37","337","354","492","3","20","20","9","12"
"3901","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","30","3734.5068437640043","50","310","546","677","4","22","22","8","4"
"3900","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","33","2966.477478252002","50","284","411","548","6","23","23","10","7"
"3902","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","37","3213.735964660005","34","241","542","637","1","18","18","19","7"
"3904","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","36","4917.964707512","51","293","717","866","8","28","28","8","9"
"3905","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","5457.589683460001","71","279","822","988","18","29","29","5","2"
"3906","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","38","5059.949625563999","72","256","773","937","6","31","31","7","11"
"3903","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","29","4834.9676001680045","46","283","695","828","15","27","27","2","4"
"3907","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","5409.697865908001","78","240","853","1022","4","41","41","6","6"
"3908","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","37","6691.25584523202","87","259","1007","1194","17","28","28","9","5"
"3910","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","6782.602330272021","101","251","1073","1271","12","38","38","5","2"
"3913","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","7821.6188180320205","108","273","1281","1485","7","45","45","11","7"
"3909","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","6828.505154791998","112","269","1004","1222","16","34","34","9","7"
"3915","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","7608.565809660002","103","211","1315","1490","0","40","40","15","4"
"3914","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","8234.902095564003","97","225","1276","1457","2","44","44","14","5"
"3912","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","44","7283.333951680007","99","246","1154","1344","1","36","36","8","5"
"3911","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","6730.559772872018","102","227","1047","1229","1","47","47","13","8"
"3916","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","9664.050127999993","181","248","1489","1769","17","40","40","6","7"
"3917","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","41","9776.908414919992","116","263","1571","1771","9","35","35","6","6"
"3918","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","10225.621647695982","151","232","1624","1868","5","43","43","5","5"
"3919","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","9279.32348132399","165","246","1503","1771","7","51","51","7","7"
"3921","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","11231.55884468394","142","225","1843","2076","5","45","45","9","9"
"3922","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","11273.949349116021","164","235","1878","2147","4","48","48","5","2"
"3920","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","10241.143121555962","134","231","1673","1878","5","42","42","10","5"
"3923","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","10397.778889819981","126","232","1705","1913","2","40","40","14","1"
"3924","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","12169.957218879941","120","242","2032","2241","4","50","50","10","5"
"3925","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","11447.968514180004","181","220","1918","2188","7","46","46","9","6"
"3926","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","10505.914725859995","137","225","1799","2018","1","52","52","10","1"
"3927","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","13039.087599419909","168","246","2125","2379","4","43","43","9","7"
"3928","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","13800.68666447994","183","221","2325","2601","8","51","51","6","4"
"3929","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","13102.757129659964","266","220","2152","2513","6","44","44","11","3"
"3931","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","13947.503166711984","183","240","2347","2615","4","51","51","8","3"
"3930","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","15253.219185547907","175","251","2470","2743","11","45","45","5","3"
"3934","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","14715.232141699942","156","243","2393","2646","6","53","53","11","4"
"3933","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","72","12305.516118407912","130","232","2167","2382","3","49","49","23","3"
"3932","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","71","13192.667435675958","186","188","2139","2438","29","56","56","15","5"
"3937","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","20","1794.420164704","16","328","231","328","10","10","10","10","10"
"3939","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","27","2103.8922166879997","27","303","287","387","2","12","12","15","8"
"3935","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","16323.801134327914","251","255","2561","2915","4","47","47","4","3"
"3936","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","69","13859.985999899978","172","188","2436","2696","4","55","55","14","2"
"3938","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","19","1774.4462528319996","18","329","215","329","7","9","9","10","9"
"3940","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","28","2269.199855084","31","278","326","444","5","18","18","10","9"
"3941","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","2946.877674624","50","275","388","533","5","27","27","7","11"
"3943","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","32","3758.388867488003","42","305","540","680","11","26","26","6","12"
"3942","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","25","3500.436754655997","34","278","502","621","13","23","23","2","5"
"3945","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","4441.1455150599995","64","239","685","837","5","35","35","10","6"
"3944","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","29","4502.947918840008","65","292","703","837","3","20","20","9","6"
"3947","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","5008.391560592008","79","267","826","984","3","29","29","14","4"
"3946","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","5458.239038284008","81","268","806","978","12","30","30","4","2"
"3949","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","40","5885.860167572007","94","264","942","1112","9","33","33","7","6"
"3948","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","5767.76932172","85","273","950","1109","2","31","31","16","8"
"3951","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","38","7342.949990079993","121","287","1139","1360","2","31","31","7","4"
"3950","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","6408.573805784009","112","229","981","1188","10","39","39","15","6"
"3952","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","35","7642.459568312014","101","259","1196","1401","16","31","31","4","7"
"3953","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","7189.952392048015","90","226","1143","1345","7","54","54","7","6"
"3954","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","8193.461733815997","114","256","1298","1491","5","38","38","7","5"
"3955","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","39","9248.772795335994","130","267","1434","1641","7","36","36","3","3"
"3957","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","8626.030416107988","146","231","1370","1604","5","47","47","5","2"
"3956","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","8471.642346156012","109","248","1370","1565","3","37","37","14","4"
"3959","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","9649.234650224003","139","245","1535","1765","7","48","48","7","6"
"3958","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","9055.559433076001","103","204","1576","1748","3","37","37","15","4"
"3961","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","9924.816164036009","111","248","1648","1852","16","38","38","11","6"
"3962","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","9480.302023259987","129","235","1527","1752","8","48","48","4","4"
"3960","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","9879.270639684011","114","236","1600","1795","2","45","45","12","4"
"3963","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","10433.661932320005","171","213","1674","1934","6","48","48","6","1"
"3965","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","12434.900454439961","215","261","1938","2252","11","47","47","6","5"
